bike_name,age_bucket,buy_city,sell_city,distance_km,buy_price,sell_price,total_cost,net_profit,risk_score,confidence,risk_adjusted_profit,sell_liquidity,est_days_to_sell,buy_zone,sell_zone
Harley-Davidson Street 750,3-6,Ahmedabad,Hanumangarh,705.7249412189789,250000.0,438625.2303109945,271522.8997648759,167102.3305461186,0.7925308288758837,0.18242552380635635,17005.97261038756,6.553632565609218,15,2.0,3.0
Harley-Davidson Street 750,3-6,Ahmedabad,Thane,416.2902319230021,250000.0,378156.59541664616,270365.160927692,107791.43448895414,0.7838095012813673,0.2689414213699951,16251.500836914422,6.553632565609218,15,2.0,0.0
KTM Duke 390cc,3-6,Ghaziabad,Mumbai,1162.5744761411004,106000.0,151513.0957631004,122387.7234284233,29125.3723346771,0.8474082683669022,0.9933071490757153,15660.014656695867,8.087084283363767,12,2.0,2.0
Harley-Davidson Street 750,3-6,Ghaziabad,Pune,1185.5601315672534,300000.0,401800.1118661484,326156.6803947018,75643.43147144665,0.8999040009489706,0.3775406687981454,15031.534063643303,6.553632565609218,15,2.0,2.0
Royal Enfield Classic 350cc,3-6,Ratnagiri,Mumbai,239.55226830657801,80000.0,113712.7941750818,91158.20907322632,22554.585101855482,0.5059393339425482,0.995929862284104,14916.128643481592,10.0,10,1.0,2.0
KTM RC 390cc,3-6,Ghaziabad,Bulandshahr,47.404697502105876,158000.0,228815.28905284594,167740.0,61075.28905284594,0.5657207642537425,0.3775406687981454,14727.022852661506,7.8043229683563355,12,2.0,3.0
KTM Duke 390cc,3-6,Navi Mumbai,Pune,105.44810600296816,125000.0,158197.81528007681,133750.0,24447.815280076815,0.6218476750250279,0.9706877692486436,14632.197365177622,8.087084283363767,12,0.0,2.0
Royal Enfield Classic 350cc,3-6,Faridabad,Ambala,216.2028263750636,105425.0,139340.83118433686,117761.06130550025,21579.76987883661,0.49204176691995016,0.9820137900379085,14203.10883830586,10.0,10,2.0,1.0
KTM Duke 200cc,3-6,Mumbai,Kalyan,32.66180200250902,99398.0,131658.3277192162,105391.98,26266.34771921621,0.5859379314483585,0.8175744761936437,13540.691001977944,7.471717475020339,13,2.0,1.0
KTM Duke 390cc,3-6,Gurgaon,Chennai,1740.2566604861906,100000.0,167376.0927035453,117820.76998145858,49555.32272208671,0.943860757577982,0.5,12746.623576019872,8.087084283363767,12,2.0,2.0
Bajaj Pulsar RS200 ABS,3-6,Gurgaon,Gorakhpur,171.54426449542734,85620.0,125320.12451232196,93188.6,32131.52451232195,0.577289064756631,0.6224593312018546,12680.343575146717,7.950983932894822,12,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Gurgaon,Hyderabad,1238.1460118165496,83600.0,125922.93459715629,99094.43803544965,26828.496561706634,0.73920417609106,0.8175744761936437,12611.684312303452,9.512450661425397,10,2.0,2.0
KTM RC 390cc,3-6,Pune,Indore,501.5131839626739,159716.66666666666,203853.01444396732,175908.55273585065,27944.461708116665,0.6569885457331668,0.7310585786300049,12329.016099430635,7.8043229683563355,12,2.0,0.0
KTM RC 390cc,3-6,Kolkata,Indore,1291.8676529326156,127288.33333333333,203853.01444396732,145128.35295879783,58724.66148516949,0.8150594395271551,0.3775406687981454,12214.99830211146,7.8043229683563355,12,0.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Mumbai,Karwar,491.81993296342085,111015.38461538461,143568.23742315633,124733.43357800753,18834.803845148796,0.5634436158428311,0.9890130573694068,11914.63941972838,9.512450661425397,10,2.0,0.0
Bajaj Pulsar RS200 ABS,3-6,Pune,Moradabad,1253.8869507198085,105000.0,143113.13761907848,119511.66085215943,23601.476766919048,0.7943871565950027,0.8807970779778823,11585.076105711953,7.950983932894822,12,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Gurgaon,Rajkot,919.1002101552375,83600.0,128463.74784264901,98137.30063046572,30326.447212183295,0.6444125802379803,0.6224593312018546,11479.467060931918,9.512450661425397,10,2.0,0.0
Bajaj Pulsar RS200 ABS,3-6,Ahmedabad,Moradabad,897.0462606824374,79333.33333333333,143113.13761907848,92004.47211538065,51108.66550369783,0.7230190185875285,0.3775406687981454,11198.715479916555,7.950983932894822,12,2.0,0.0
Bajaj Dominar 400 ABS,3-6,Mumbai,Udupi,654.9361338111137,124007.27272727272,159078.63690629805,139027.3808988808,20051.25600741725,0.7382224911299778,0.9706877692486436,11197.363435230056,7.112349081206636,14,2.0,3.0
Kawasaki ER-6n 650cc,3-6,Pune,Mumbai,119.4544516670014,350000.0,436085.26147345465,365500.0,70585.26147345465,1.383606558879024,0.3775406687981454,11180.035868215005,3.0434127155313573,32,2.0,2.0
KTM Duke 390cc,3-6,Ghaziabad,Chennai,1756.859320429787,106000.0,167376.0927035453,124170.57796128935,43205.51474225594,0.9471812895667013,0.5,11094.373948064767,8.087084283363767,12,2.0,2.0
KTM Duke 200cc,3-6,Mumbai,Amritsar,1414.3864822363219,99398.0,139303.21563279055,114223.09944670895,25080.116186081606,0.8598652385884946,0.8175744761936437,11024.91859532421,7.471717475020339,13,2.0,0.0
KTM RC 390cc,3-6,Ahmedabad,Bulandshahr,796.9521278873199,142000.0,228815.28905284594,158487.8085115493,70327.48054129665,0.7156302503307852,0.2689414213699951,11024.504012155447,7.8043229683563355,12,2.0,3.0
Royal Enfield Classic 350cc,3-6,Ambikapur,Pune,1096.7782894654838,90000.0,123683.4338497905,105390.33486839646,18293.09898139404,0.6718308156722033,0.9990889488055994,10931.98717261904,10.0,10,1.0,2.0
KTM Duke 390cc,3-6,Navi Mumbai,Mumbai,14.56229622086722,125000.0,151513.0957631004,133750.0,17763.0957631004,0.6178058323828555,0.9933071490757153,10906.259365634833,8.087084283363767,12,0.0,2.0
Royal Enfield Classic 350cc,3-6,Ambikapur,Hyderabad,806.6924766583426,90000.0,125786.5943588322,104520.07742997503,21266.516928857163,0.5978220199759983,0.8175744761936437,10881.663427591784,10.0,10,1.0,2.0
KTM RC 390cc,3-6,Challakere,Pune,554.2326771044316,115000.0,153906.99557346804,129166.93070841773,24740.064865050314,0.6834821978647858,0.7310585786300049,10743.467723268715,7.8043229683563355,12,1.0,2.0
Royal Enfield Thunderbird 350cc,6-10,Thane,Mumbai,48.24281244685621,57000.0,80839.81769416452,63710.0,17129.81769416452,0.4767676346975824,0.9241418199787566,10719.61527856162,9.512450661425397,10,0.0,2.0
Harley-Davidson Street 750,3-6,Ahmedabad,Jaipur,559.8754407945936,250000.0,373784.0183839565,270939.5017631784,102844.51662077813,0.7592433342894553,0.18242552380635635,10664.50811520885,6.553632565609218,15,2.0,2.0
Bajaj Pulsar RS200 ABS,3-6,Mumbai,Udaipur,591.7087602095041,89014.28571428571,121647.5982438614,100251.5493265523,21396.048917309105,0.6641705676017968,0.8175744761936437,10511.460680013819,7.950983932894822,12,2.0,0.0
Harley-Davidson Street 750,3-6,Mumbai,Hanumangarh,1129.5602408323655,370000.0,438625.2303109945,399488.6807224971,39136.54958849738,0.8772978887985611,0.5,10423.638630293275,6.553632565609218,15,2.0,3.0
Bajaj Pulsar RS200 ABS,3-6,Mumbai,Gorakhpur,1187.6337746791628,89014.28571428571,125320.12451232196,102847.61560975177,22472.50890257019,0.780506966793378,0.8175744761936437,10318.942883927471,7.950983932894822,12,2.0,0.0
Bajaj Pulsar RS200 ABS,3-6,Mumbai,Asansol,1544.8046012440875,89014.28571428571,127218.55821174735,103919.12808944653,23299.430122300822,0.8560620452645218,0.8175744761936437,10263.137176071976,7.950983932894822,12,2.0,0.0
Harley-Davidson Street 750,3-6,Ghaziabad,Thane,1121.2493164415796,300000.0,378156.59541664616,325963.7479493247,52192.84746732144,0.9248013181850829,0.3775406687981454,10237.380010666307,6.553632565609218,15,2.0,0.0
Royal Enfield Classic 350cc,3-6,Ratnagiri,Jalandhar,1617.2482357386684,80000.0,132161.2859620251,96451.744707216,35709.54125480911,0.7444185812189904,0.5,10235.370581140989,10.0,10,1.0,1.0
TVS Apache RTR 180cc,3-6,Faridabad,Unnao,379.5003073624204,42200.0,79038.15637858544,51308.001229449685,27730.155149135753,0.7011832789404938,0.6224593312018546,10146.40458904868,6.828168645201686,14,2.0,0.0
Royal Enfield Classic 350cc,3-6,Arrah,Pune,1360.2722664056848,90000.0,123683.4338497905,106180.81679921705,17502.617050573448,0.7245296110602435,0.9990889488055994,10139.965796037304,10.0,10,1.0,2.0
Royal Enfield Classic 350cc,3-6,Arrah,Hyderabad,1112.3027868471945,90000.0,125786.5943588322,105436.90836054158,20349.685998290617,0.6589440820137686,0.8175744761936437,10028.899738779435,10.0,10,1.0,2.0
Bajaj Pulsar RS200 ABS,3-6,Gurgaon,Asansol,1126.11492511346,85620.0,127218.55821174735,99166.94477534038,28051.613436406973,0.7723241100383963,0.6224593312018546,9852.029005225551,7.950983932894822,12,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Chennai,Karwar,690.6875449435051,111955.55555555556,143568.23742315633,126516.08351310737,17052.15391004896,0.6032171382388479,0.9241418199787566,9829.3663242033,9.512450661425397,10,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Surat,Hyderabad,727.1474757285337,87000.0,125922.93459715629,100458.58990291413,25464.344694242158,0.6370044688734567,0.6224593312018546,9682.636345384799,9.512450661425397,10,1.0,2.0
KTM Duke 390cc,3-6,Gurgaon,Kolhapur,1336.9803318119496,100000.0,212297.88270903841,116610.94099543584,95686.94171360257,0.8034630986969538,0.18242552380635635,9679.011717037314,8.087084283363767,12,2.0,3.0
Harley-Davidson Street 750,3-6,Ahmedabad,Gurgaon,746.9489911758207,250000.0,366482.483920921,271687.7959647033,94794.68795621768,0.806518189778125,0.18242552380635635,9572.54164520592,6.553632565609218,15,2.0,2.0
Harley-Davidson Street 750,6-10,Ghaziabad,Jaipur,233.05434139024024,270200.0,350103.2082669537,290842.21736556094,59260.99090139277,0.6828116796843781,0.2689414213699951,9470.896427224787,6.553632565609218,15,2.0,2.0
Royal Enfield Thunderbird 500cc,3-6,Virudhunagar,Pune,1099.5073649154572,105000.0,140534.5588891268,121148.52209474637,19386.036794380445,0.8053403517323234,0.8807970779778823,9458.141533078484,7.773574670705328,12,1.0,2.0
Royal Enfield Classic 350cc,3-6,Faridabad,Bahadurgarh,48.383306529183955,105425.0,127510.73265062945,113587.75,13922.982650629448,0.44587753556986853,0.9820137900379085,9456.237215821919,10.0,10,2.0,1.0
KTM Duke 390cc,3-6,Mumbai,Jaipur,937.2713168787648,151281.92857142858,185676.40928121592,169257.8389506363,16418.57033057962,0.7251558155196223,0.9933071490757153,9453.455241696496,8.087084283363767,12,2.0,2.0
Royal Enfield Thunderbird 350cc,3-6,Ghaziabad,Hyderabad,1258.7136915325912,87750.0,125922.93459715629,103513.64107459778,22409.29352255851,0.7433177120342683,0.7310585786300049,9397.31533593354,9.512450661425397,10,2.0,2.0
Bajaj Pulsar RS200 ABS,3-6,Gurgaon,Udaipur,559.0763507685931,85620.0,121647.5982438614,96624.90540307437,25022.69284078703,0.6576440857136147,0.6224593312018546,9396.232149460744,7.950983932894822,12,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Faridabad,Hyderabad,1231.7201440895867,88000.0,125922.93459715629,103695.16043226876,22227.774164887524,0.7379190025456673,0.7310585786300049,9350.150935278942,9.512450661425397,10,2.0,2.0
KTM RC 390cc,3-6,Challakere,Bulandshahr,1572.4337005897314,115000.0,228815.28905284594,133067.3011017692,95747.98795107674,0.8707265648712676,0.18242552380635635,9336.948105284342,7.8043229683563355,12,1.0,3.0
Royal Enfield Classic 350cc,3-6,Ratnagiri,Chennai,847.8091529895588,80000.0,110390.90962733171,94143.42745896868,16247.482168363029,0.6147878874452488,0.9241418199787566,9298.421085445814,10.0,10,1.0,2.0
Royal Enfield Thunderbird 350cc,3-6,Gurgaon,Karwar,1543.7595882027526,83600.0,143568.23742315633,100011.27876460826,43556.95865854807,0.7738315468906974,0.3775406687981454,9270.622868099612,9.512450661425397,10,2.0,0.0
Harley-Davidson Street 750,3-6,Ahmedabad,Noida,778.7989444911478,250000.0,363578.37400540453,271815.1957779646,91763.17822743993,0.8101153363690937,0.18242552380635635,9247.99957104136,6.553632565609218,15,2.0,1.0
Royal Enfield Classic 350cc,3-6,Ratnagiri,Ahmedabad,676.7807691202399,80000.0,113113.24991415201,92907.12307648096,20206.12683767105,0.6032528623610256,0.7310585786300049,9213.682203449589,10.0,10,1.0,2.0
Royal Enfield Classic 350cc,3-6,Faridabad,Jalandhar,372.0277246816791,105425.0,132161.2859620251,118384.36089872672,13776.92506329839,0.4953744790075925,0.995929862284104,9175.528453645302,10.0,10,2.0,1.0
Harley-Davidson Street 750,3-6,Ahmedabad,Faridabad,763.1791386781753,250000.0,362432.9493443834,271752.71655471274,90680.23278967064,0.8071304539619246,0.18242552380635635,9153.95395460838,6.553632565609218,15,2.0,2.0
Royal Enfield Classic 350cc,3-6,Faridabad,Jind,139.87005102374795,105425.0,127199.61499325842,113587.75,13611.864993258423,0.4657099734799089,0.9820137900379085,9119.83910416999,10.0,10,2.0,0.0
Bajaj Avenger Street 150,3-6,Mumbai,Nashik,140.09718512681252,55211.11111111111,76153.85664225329,60950.555555555555,15203.301086697735,0.5555682504840168,0.9241418199787566,9032.073219271593,8.238443333897612,12,2.0,0.0
KTM Duke 390cc,3-6,Ghaziabad,Kolhapur,1371.4696048303879,106000.0,212297.88270903841,123014.40881449117,89283.47389454725,0.8103609533006415,0.18242552380635635,8996.871293964045,8.087084283363767,12,2.0,3.0
Bajaj Pulsar RS200 ABS,3-6,Hyderabad,Moradabad,1275.7067971965932,106366.66666666667,143113.13761907848,120984.78705825644,22128.350560822044,0.7987511258903596,0.7310585786300049,8993.529052227033,7.950983932894822,12,2.0,0.0
Royal Enfield Classic 350cc,6-10,Ludhiana,Jaipur,435.2313674246664,63000.0,96309.34822662368,74090.92546969866,22218.42275692502,0.5441746804132945,0.6224593312018546,8956.282436863965,10.0,10,1.0,2.0
KTM RC 390cc,3-6,Challakere,Mumbai,663.7485815839884,115000.0,144917.61712692137,129604.99432633596,15312.622800585406,0.7167276070674055,0.9890130573694068,8821.658037073108,7.8043229683563355,12,1.0,2.0
KTM RC 390cc,3-6,Jaipur,Bulandshahr,239.54949983860317,161000.0,228815.28905284594,176208.19799935442,52607.09105349152,0.6041497247210419,0.2689414213699951,8819.766399627757,7.8043229683563355,12,2.0,3.0
KTM Duke 390cc,3-6,Gurgaon,Jaipur,188.1571104825441,100000.0,185676.40928121592,110000.0,75676.40928121592,0.5753329742403781,0.18242552380635635,8763.422608840463,8.087084283363767,12,2.0,2.0
KTM RC 390cc,3-6,Gurgaon,Bulandshahr,80.94739610800873,167750.0,228815.28905284594,177782.5,51032.78905284594,0.5724293039749231,0.2689414213699951,8728.424730862427,7.8043229683563355,12,2.0,3.0
Harley-Davidson Street 750,3-6,Ahmedabad,Ghaziabad,792.8677977147285,250000.0,328574.6831833136,271871.4711908589,56703.21199245466,0.7689220891493145,0.2689414213699951,8620.980269870817,6.553632565609218,15,2.0,2.0
Royal Enfield Thunderbird 500cc,3-6,Kalyan,Mumbai,32.66180200250902,98000.0,140967.68693093906,105940.0,35027.68693093906,0.5427681358359309,0.3775406687981454,8571.849549636516,7.773574670705327,12,1.0,2.0
KTM RC 200cc,3-6,Mumbai,Adoni,603.2977380066693,123471.42857142857,153471.7070231299,135788.76238059808,17682.944642531802,0.695106849533125,0.8175744761936437,8528.73918104985,7.471717475020339,13,2.0,3.0
Harley-Davidson Street 750,3-6,Ghaziabad,Gurgaon,49.23895974457463,300000.0,366482.483920921,314000.0,52482.48392092099,0.6669761834918757,0.2689414213699951,8467.255838744979,6.553632565609218,15,2.0,2.0
KTM Duke 390cc,3-6,Navi Mumbai,Kolhapur,290.84975333670917,125000.0,212297.88270903841,138613.39901334682,73684.4836956916,0.5942369830019057,0.18242552380635635,8431.576157063342,8.087084283363767,12,0.0,3.0
Harley-Davidson Street 750,6-10,Ghaziabad,Sangli,1313.300306374555,270200.0,383151.44616605365,295249.90091912367,87901.54524692998,0.9138279591924248,0.18242552380635635,8378.749697974841,6.553632565609218,15,2.0,3.0
Bajaj Pulsar RS200 ABS,3-6,Ahmedabad,Udaipur,188.51142650972187,79333.33333333333,121647.5982438614,86713.33333333333,34934.26491052807,0.5835311008618405,0.3775406687981454,8328.921188295039,7.950983932894822,12,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Gurgaon,Visakhapatnam,1353.1881578180723,83600.0,137768.48045896288,99439.56447345421,38328.91598550866,0.7390456141127962,0.3775406687981454,8321.072465289735,9.512450661425397,10,2.0,0.0
KTM Duke 200cc,3-6,Mumbai,Pune,119.4544516670014,99398.0,120259.4565328979,105391.98,14867.476532897897,0.6656676639320968,0.9241418199787566,8248.738400293416,7.471717475020339,13,2.0,2.0
Harley-Davidson Street 750,3-6,Ghaziabad,Jaipur,233.05434139024024,300000.0,373784.0183839565,322132.21736556094,51651.80101839558,0.6938791144085846,0.2689414213699951,8200.885567360925,6.553632565609218,15,2.0,2.0
KTM Duke 200cc,3-6,Mumbai,Tirunelveli,1261.3542031650604,99398.0,132095.43652517034,113764.00260949516,18331.43391567518,0.8345587509266306,0.8175744761936437,8169.437186961976,7.471717475020339,13,2.0,1.0
Royal Enfield Classic 350cc,3-6,Arrah,Jalandhar,1097.5953157538784,90000.0,132161.2859620251,105392.78594726164,26768.50001476347,0.6404879972220324,0.5,8158.70035626371,10.0,10,1.0,1.0
Royal Enfield Bullet Twinspark 350cc,3-6,Faridabad,Jalandhar,372.0277246816791,95250.0,123137.29870811824,107700.61089872672,15436.687809391515,0.7513351780529169,0.9241418199787566,8145.607388801002,5.929152589553235,16,2.0,1.0
Harley-Davidson Street 750,3-6,Ghaziabad,Noida,14.267828447975631,300000.0,363578.37400540453,314000.0,49578.374005404534,0.6572091131604593,0.2689414213699951,8045.86353547024,6.553632565609218,15,2.0,1.0
Royal Enfield Classic 350cc,3-6,Chennai,Ambala,1947.4734047937616,104677.77777777778,139340.83118433686,123354.08688104796,15986.744303288899,0.8382958826036898,0.9241418199787566,8036.801428859801,10.0,10,2.0,1.0
Harley-Davidson Street 750,3-6,Ahmedabad,Hyderabad,876.4588393682392,250000.0,352933.90192287706,272729.3765181047,80204.52540477237,0.8253077817418694,0.18242552380635635,8015.827634637753,6.553632565609218,15,2.0,2.0
KTM RC 200cc,3-6,Hyderabad,Adoni,232.36990985011346,124866.66666666667,153471.7070231299,135742.14630606712,17729.560717062763,0.6209212839018138,0.7310585786300049,7996.284326867658,7.471717475020339,13,2.0,3.0
Royal Enfield Classic 350cc,3-6,Ambikapur,Jalandhar,1187.6361594277496,90000.0,132161.2859620251,105662.90847828325,26498.37748374186,0.6584961659568066,0.5,7988.676135544343,10.0,10,1.0,1.0
Bajaj V15 150cc,3-6,Gurgaon,Bhopal,577.8245402981704,34650.666666666664,59098.50559644618,44929.43149452601,14169.074101920167,0.6425853533887804,0.9241418199787566,7971.722078824064,8.18932424393394,12,2.0,1.0
Harley-Davidson Street 750,3-6,Ghaziabad,Faridabad,30.81972551148885,300000.0,362432.9493443834,314000.0,48432.94934438338,0.6606585713285873,0.2689414213699951,7843.650984439543,6.553632565609218,15,2.0,2.0
KTM RC 390cc,3-6,Kolkata,Durgapur,977.5040126936462,127288.33333333333,170967.95387063693,144185.26203808092,26782.69183255601,0.7080372539668072,0.5,7840.19545544306,7.8043229683563355,12,0.0,3.0
KTM RC 390cc,3-6,Ahmedabad,Indore,326.5342041636003,142000.0,203853.01444396732,156606.1368166544,47246.877627312904,0.6219927497733521,0.2689414213699951,7833.969927522368,7.8043229683563355,12,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Navi Mumbai,Karwar,484.30940342992227,98214.0,143568.23742315633,111261.93761371968,32306.29980943665,0.5619415099361313,0.3775406687981454,7808.8340433098865,9.512450661425397,10,0.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Ghaziabad,Rajkot,966.6661059718336,87750.0,128463.74784264901,102637.4983179155,25826.249524733517,0.6539257594012996,0.5,7807.560096918224,9.512450661425397,10,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Faridabad,Rajkot,937.9944169490594,88000.0,128463.74784264901,102813.98325084717,25649.76459180184,0.6481914215967447,0.5,7781.184956948964,9.512450661425397,10,2.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Gurgaon,Noida,35.33948660063278,83600.0,107060.28855535279,91108.0,15952.288555352789,0.5035156206551628,0.7310585786300049,7756.525597047084,9.512450661425397,10,2.0,1.0
KTM Duke 390cc,3-6,Ghaziabad,Jaipur,233.05434139024024,106000.0,185676.40928121592,118432.21736556097,67244.19191565496,0.5843124204219173,0.18242552380635635,7742.826967096347,8.087084283363767,12,2.0,2.0
Royal Enfield Classic 350cc,3-6,Ratnagiri,Rajkot,655.4247465416614,80000.0,124466.48943075119,92821.69898616665,31644.790444584534,0.5471116986084039,0.3775406687981454,7722.257778266347,10.0,10,1.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Gurgaon,Jaipur,188.1571104825441,83600.0,116113.79997320047,92780.0,23333.79997320047,0.5141588653855679,0.5,7705.2020453807245,9.512450661425397,10,2.0,2.0
KTM RC 390cc,3-6,Kolkata,Alibag,1665.6038072228716,127288.33333333333,184384.61609839607,146249.56142166862,38135.05467672745,0.8799333912964931,0.3775406687981454,7658.5341342207275,7.8043229683563355,12,0.0,1.0
Bajaj Pulsar RS200 ABS,3-6,Ahmedabad,Gorakhpur,777.4316585692104,79333.33333333333,125320.12451232196,91023.05996761017,34297.064544711786,0.6984665435713876,0.3775406687981454,7623.663083051722,7.950983932894822,12,2.0,0.0
KTM RC 390cc,3-6,Challakere,Indore,933.1748703345235,115000.0,203853.01444396732,131149.52461100358,72703.48983296374,0.7433208830075366,0.18242552380635635,7607.877783490749,7.8043229683563355,12,1.0,0.0
Royal Enfield Thunderbird 350cc,3-6,Surat,Rajkot,241.35815279668552,87000.0,128463.74784264901,98515.43261118674,29948.31523146227,0.5088641687662699,0.3775406687981454,7493.522078338526,9.512450661425397,10,1.0,0.0
KTM RC 390cc,3-6,Kolkata,Gurgaon,1311.8825754742556,127288.33333333333,172456.62083724112,145188.39772642276,27268.223110818362,0.8249354167402361,0.5,7471.010442530022,7.8043229683563355,12,0.0,2.0
Harley-Davidson Street 750,3-6,Jaipur,Hanumangarh,271.87584558385447,345000.0,438625.2303109945,369537.5033823354,69087.72692865907,0.7057610097488588,0.18242552380635635,7388.704924968797,6.553632565609218,15,2.0,3.0
KTM Duke 200cc,3-6,Mumbai,Hyderabad,617.8477199431625,99398.0,126374.9290471163,111051.33087977263,15323.598167343662,0.6993094496468972,0.8175744761936437,7372.514021899382,7.471717475020339,13,2.0,2.0
Royal Enfield Classic 350cc,3-6,Ratnagiri,Gurgaon,1321.5510864546561,80000.0,112603.47342404314,95564.65325936397,17038.82016467917,0.6986597001192635,0.7310585786300049,7333.061266037013,10.0,10,1.0,2.0
